Libelle_Departement,Libelle_Commune,Nombre_Etablissements,Population_Totale,Ratio_100k
SEINE ET MARNE,77950 ST GERMAIN LAXIS,9,770,1168.83
SEINE ET MARNE,77860 ST GERMAIN SUR MORIN,2,3933,50.85
SEINE ET MARNE,77660 ST JEAN LES DEUX JUMEAUX,3,1312,228.66
SEINE ET MARNE,77670 ST MAMMES,4,3334,119.98
SEINE ET MARNE,77230 ST MARD,1,3879,25.78
SEINE ET MARNE,77178 ST PATHUS,1,6534,15.3
SEINE ET MARNE,77140 ST PIERRE LES NEMOURS,5,5518,90.61
SEINE ET MARNE,77165 ST SOUPPLETS,5,3619,138.16
SEINE ET MARNE,77400 ST THIBAULT DES VIGNES,4,6873,58.2
SEINE ET MARNE,77148 SALINS,1,1184,84.46
SEINE ET MARNE,77260 SAMMERON,1,1172,85.32
SEINE ET MARNE,77920 SAMOIS SUR SEINE,3,2118,141.64
SEINE ET MARNE,77210 SAMOREAU,3,2473,121.31
SEINE ET MARNE,77176 SAVIGNY LE TEMPLE,33,30874,106.89
SEINE ET MARNE,77240 SEINE PORT,1,1873,53.39
SEINE ET MARNE,77700 SERRIS,21,10123,207.45
SEINE ET MARNE,77170 SERVON,1,3483,28.71
SEINE ET MARNE,77460 SOUPPES SUR LOING,7,5069,138.09
SEINE ET MARNE,77171 SOURDUN,2,1909,104.77
SEINE ET MARNE,77810 THOMERY,3,3527,85.06
SEINE ET MARNE,77400 THORIGNY SUR MARNE,8,10498,76.2
SEINE ET MARNE,77940 THOURY FEROTTES,1,662,151.06
SEINE ET MARNE,77200 TORCY,31,23078,134.33
SEINE ET MARNE,77131 TOUQUIN,1,1240,80.65
SEINE ET MARNE,77220 TOURNAN EN BRIE,20,8427,237.33
SEINE ET MARNE,77123 TOUSSON,1,346,289.02
SEINE ET MARNE,77470 TRILPORT,4,5153,77.62
SEINE ET MARNE,77760 URY,1,914,109.41
SEINE ET MARNE,77360 VAIRES SUR MARNE,16,13895,115.15
SEINE ET MARNE,77830 VALENCE EN BRIE,1,1033,96.81
SEINE ET MARNE,77130 VARENNES SUR SEINE,4,3794,105.43
SEINE ET MARNE,77910 VARREDDES,2,2182,91.66
SEINE ET MARNE,77000 VAUX LE PENIL,24,11539,207.99
SEINE ET MARNE,77710 VAUX SUR LUNAIN,1,236,423.73
SEINE ET MARNE,77510 VERDELOT,1,631,158.48
SEINE ET MARNE,77390 VERNEUIL L ETANG,3,3241,92.56
SEINE ET MARNE,77670 VERNOU LA CELLE SUR SEINE,5,2648,188.82
SEINE ET MARNE,77240 VERT ST DENIS,8,9132,87.6
SEINE ET MARNE,77130 VILLE ST JACQUES,1,822,121.65
SEINE ET MARNE,77250 VILLECERF,2,736,271.74
SEINE ET MARNE,77250 VILLEMER,1,776,128.87
SEINE ET MARNE,77174 VILLENEUVE LE COMTE,1,1903,52.55
SEINE ET MARNE,77174 VILLENEUVE ST DENIS,2,1389,143.99
SEINE ET MARNE,77510 VILLENEUVE SUR BELLOT,1,1166,85.76
SEINE ET MARNE,77124 VILLENOY,6,5100,117.65
SEINE ET MARNE,77270 VILLEPARISIS,19,26906,70.62
SEINE ET MARNE,77410 VILLEVAUDE,1,2126,47.04
SEINE ET MARNE,77190 VILLIERS EN BIERE,1,248,403.23
SEINE ET MARNE,77560 VILLIERS ST GEORGES,2,1184,168.92
SEINE ET MARNE,77950 VOISENON,1,1191,83.96
SEINE ET MARNE,77940 VOULX,2,1644,121.65
SEINE ET MARNE,77870 VULAINES SUR SEINE,2,2781,71.92
SEINE MARITIME,76190 ALLOUVILLE BELLEFOSSE,1,1166,85.76
SEINE MARITIME,76920 AMFREVILLE LA MI VOIE,3,3328,90.14
SEINE MARITIME,76280 ANGERVILLE L ORCHER,2,1412,141.64
SEINE MARITIME,76590 ANNEVILLE SUR SCIE,1,423,236.41
SEINE MARITIME,76940 ARELAUNE EN SEINE,2,2544,78.62
SEINE MARITIME,76780 ARGUEIL,1,349,286.53
SEINE MARITIME,76880 ARQUES LA BATAILLE,10,2477,403.71
SEINE MARITIME,76390 AUMALE,7,2031,344.66
SEINE MARITIME,76740 AUTIGNY,1,325,307.69
SEINE MARITIME,76730 BACQUEVILLE EN CAUX,8,1931,414.29
SEINE MARITIME,76190 BAONS LE COMTE,1,345,289.86
SEINE MARITIME,76360 BARENTIN,21,12465,168.47
SEINE MARITIME,76240 BELBEUF,2,2306,86.73
SEINE MARITIME,76420 BIHOREL,7,8459,82.75
SEINE MARITIME,76116 BLAINVILLE CREVON,1,1246,80.26
SEINE MARITIME,76340 BLANGY SUR BRESLE,10,2872,348.19
SEINE MARITIME,76750 BOIS GUILBERT,1,294,340.14
SEINE MARITIME,76230 BOIS GUILLAUME,39,14821,263.14
SEINE MARITIME,76190 BOIS HIMONT,4,454,881.06
SEINE MARITIME,76160 BOIS L EVEQUE,1,626,159.74
SEINE MARITIME,76210 BOLBEC,30,11787,254.52
SEINE MARITIME,76240 BONSECOURS,8,6534,122.44
SEINE MARITIME,76520 BOOS,4,4021,99.48
SEINE MARITIME,76850 BOSC LE HARD,6,1607,373.37
SEINE MARITIME,76110 BREAUTE,1,1376,72.67
SEINE MARITIME,76750 BUCHY,6,2894,207.33
SEINE MARITIME,76690 CAILLY,1,740,135.14
SEINE MARITIME,76380 CANTELEU,39,14782,263.83
SEINE MARITIME,76450 CANY BARVILLE,7,2944,237.77
SEINE MARITIME,76320 CAUDEBEC LES ELBEUF,11,10479,104.97
SEINE MARITIME,76930 CAUVILLE SUR MER,1,1709,58.51
SEINE MARITIME,76410 CLEON,11,4899,224.54
SEINE MARITIME,76690 CLERES,3,1397,214.75
SEINE MARITIME,76910 CRIEL SUR MER,3,2646,113.38
SEINE MARITIME,76280 CRIQUETOT L ESNEVAL,9,2662,338.09
SEINE MARITIME,76780 CROISY SUR ANDELLE,2,521,383.88
SEINE MARITIME,76160 DARNETAL,16,9727,164.49
SEINE MARITIME,76250 DEVILLE LES ROUEN,9,10771,83.56
SEINE MARITIME,76200 DIEPPE,104,29067,357.79
SEINE MARITIME,76560 DOUDEVILLE,4,2493,160.45
SEINE MARITIME,76480 DUCLAIR,11,4069,270.34
SEINE MARITIME,76500 ELBEUF,47,15909,295.43
SEINE MARITIME,76630 ENVERMEU,5,2109,237.08
SEINE MARITIME,76133 EPOUVILLE,3,2662,112.7
SEINE MARITIME,76790 ETRETAT,4,1179,339.27
SEINE MARITIME,76260 EU,17,6746,252.0
SEINE MARITIME,76400 FECAMP,60,18260,328.59
SEINE MARITIME,76290 FONTAINE LA MALLET,2,2768,72.25
SEINE MARITIME,76690 FONTAINE LE BOURG,2,1900,105.26
SEINE MARITIME,76740 FONTAINE LE DUN,4,887,450.96
SEINE MARITIME,76440 FORGES LES EAUX,10,3799,263.23
SEINE MARITIME,76340 FOUCARMONT,7,812,862.07
SEINE MARITIME,76520 FRANQUEVILLE ST PIERRE,4,6281,63.68
SEINE MARITIME,76410 FRENEUSE,2,1000,200.0
SEINE MARITIME,76870 GAILLEFONTAINE,4,1174,340.72
SEINE MARITIME,76700 GAINNEVILLE,2,2569,77.85
SEINE MARITIME,76110 GODERVILLE,7,2867,244.16
SEINE MARITIME,76430 GOMMERVILLE,1,746,134.05
SEINE MARITIME,76700 GONFREVILLE L ORCHER,12,8982,133.6
SEINE MARITIME,76280 GONNEVILLE LA MALLET,1,1364,73.31
SEINE MARITIME,76220 GOURNAY EN BRAY,18,5915,304.31
SEINE MARITIME,76450 GRAINVILLE LA TEINTURIERE,1,1078,92.76
SEINE MARITIME,76530 GRAND COURONNE,14,9895,141.49
SEINE MARITIME,76970 GREMONVILLE,3,452,663.72
SEINE MARITIME,76210 GRUCHET LE VALASSE,2,3063,65.3
SEINE MARITIME,76690 GRUGNY,5,1012,494.07
SEINE MARITIME,76700 HARFLEUR,20,8349,239.55
SEINE MARITIME,76550 HAUTOT SUR MER,2,1926,103.84
SEINE MARITIME,76560 HERICOURT EN CAUX,9,956,941.42
SEINE MARITIME,76340 HODENG AU BOSC,1,574,174.22
SEINE MARITIME,76770 HOUPPEVILLE,1,2900,34.48
SEINE MARITIME,76890 IMBLEVILLE,1,319,313.48
SEINE MARITIME,76230 ISNEAUVILLE,5,3779,132.31
SEINE MARITIME,76480 JUMIEGES,1,1771,56.47
SEINE MARITIME,76430 LA CERLANGUE,1,1410,70.92
SEINE MARITIME,76220 LA FEUILLIE,3,1272,235.85
SEINE MARITIME,76170 LA FRENAYE,2,2124,94.16
SEINE MARITIME,76780 LA HALLOTIERE,1,209,478.47
SEINE MARITIME,76500 LA LONDE,2,2417,82.75
SEINE MARITIME,76390 LE CAULE STE BEUVE,1,483,207.04
SEINE MARITIME,76120 LE GRAND QUEVILLY,26,26168,99.36
SEINE MARITIME,76600 LE HAVRE,300,168329,178.22
SEINE MARITIME,76770 LE HOULME,7,4164,168.11
SEINE MARITIME,76240 LE MESNIL ESNARD,17,8350,203.59
SEINE MARITIME,76140 LE PETIT QUEVILLY,38,22212,171.08
SEINE MARITIME,76580 LE TRAIT,14,4773,293.32
SEINE MARITIME,76470 LE TREPORT,9,4510,199.56
SEINE MARITIME,76950 LES GRANDES VENTES,4,1760,227.27
SEINE MARITIME,76790 LES LOGES,1,1139,87.8
SEINE MARITIME,76170 LILLEBONNE,20,8848,226.04
SEINE MARITIME,76570 LIMESY,2,1576,126.9
SEINE MARITIME,76540 LIMPIVILLE,1,408,245.1
SEINE MARITIME,76660 LONDINIERES,5,1253,399.04
SEINE MARITIME,76590 LONGUEVILLE SUR SCIE,4,923,433.37
SEINE MARITIME,76810 LUNERAY,3,2203,136.18
SEINE MARITIME,76770 MALAUNAY,6,6170,97.24
SEINE MARITIME,76150 MAROMME,19,11110,171.02
SEINE MARITIME,76370 MARTIN EGLISE,8,1663,481.06
SEINE MARITIME,76690 MONT CAUVAIRE,4,900,444.44
SEINE MARITIME,76130 MONT ST AIGNAN,35,20581,170.06
SEINE MARITIME,76290 MONTIVILLIERS,27,15878,170.05
SEINE MARITIME,76520 MONTMAIN,1,1534,65.19
SEINE MARITIME,76220 MONTROTY,2,275,727.27
SEINE MARITIME,76710 MONTVILLE,34,4665,728.83
SEINE MARITIME,76750 MORGNY LA POMMERAYE,1,1081,92.51
SEINE MARITIME,76530 MOULINEAUX,1,955,104.71
SEINE MARITIME,76270 NEUFCHATEL EN BRAY,23,4881,471.21
SEINE MARITIME,76460 NEVILLE,1,1357,73.69
SEINE MARITIME,76210 NOINTOT,1,1402,71.33
SEINE MARITIME,76780 NOLLEVAL,1,422,236.97
SEINE MARITIME,76960 NOTRE DAME DE BONDEVILLE,17,7086,239.91
SEINE MARITIME,76930 OCTEVILLE SUR MER,3,6268,47.86
SEINE MARITIME,76550 OFFRANVILLE,5,3433,145.65
SEINE MARITIME,76350 OISSEL,17,12369,137.44
SEINE MARITIME,76730 OMONVILLE,1,325,307.69
SEINE MARITIME,76450 OURVILLE EN CAUX,3,1107,271.0
SEINE MARITIME,76860 OUVILLE LA RIVIERE,1,477,209.64
SEINE MARITIME,76210 PARC D ANXTOT,1,586,170.65
SEINE MARITIME,76570 PAVILLY,10,6146,162.71
SEINE MARITIME,76370 PETIT CAUX,2,9836,20.33
SEINE MARITIME,76650 PETIT COURONNE,4,8915,44.87
SEINE MARITIME,76330 PORT JEROME SUR SEINE,15,10582,141.75
SEINE MARITIME,76160 PREAUX,1,1883,53.11
SEINE MARITIME,76520 QUEVREVILLE LA POTERIE,1,1051,95.15
SEINE MARITIME,76230 QUINCAMPOIX,4,3182,125.71
SEINE MARITIME,76730 RAINFREVILLE,1,78,1282.05
SEINE MARITIME,76490 RIVES EN SEINE,5,4109,121.68
SEINE MARITIME,76700 ROGERVILLE,1,1735,57.64
SEINE MARITIME,76133 ROLLEVILLE,1,1229,81.37
SEINE MARITIME,76000 ROUEN,278,117853,235.89
SEINE MARITIME,76480 ROUMARE,2,1587,126.02
SEINE MARITIME,76116 RY,3,802,374.06
SEINE MARITIME,76160 ST AUBIN EPINAY,10,1034,967.12
SEINE MARITIME,76410 ST AUBIN LES ELBEUF,10,8504,117.59
SEINE MARITIME,76430 ST AUBIN ROUTOT,2,1992,100.4
SEINE MARITIME,76550 ST AUBIN SUR SCIE,6,1317,455.58
SEINE MARITIME,76590 ST CRESPIN,4,319,1253.92
SEINE MARITIME,76116 ST DENIS LE THIBOULT,1,520,192.31
SEINE MARITIME,76800 ST ETIENNE DU ROUVRAY,36,28893,124.6
SEINE MARITIME,76160 ST JACQUES SUR DARNETAL,3,3179,94.37
SEINE MARITIME,76150 ST JEAN DU CARDONNAY,4,1375,290.91
SEINE MARITIME,76560 ST LAURENT EN CAUX,1,740,135.14
SEINE MARITIME,76160 ST LEGER DU BOURG DENIS,5,3709,134.81
SEINE MARITIME,76400 ST LEONARD,3,1733,173.11
SEINE MARITIME,76840 ST MARTIN DE BOSCHERVILLE,2,1564,127.88
SEINE MARITIME,76190 ST MARTIN DE L IF,2,1761,113.57
SEINE MARITIME,76133 ST MARTIN DU BEC,2,676,295.86
SEINE MARITIME,76160 ST MARTIN DU VIVIER,2,1744,114.68
SEINE MARITIME,76680 ST MARTIN OSMONVILLE,1,1193,83.82
SEINE MARITIME,76510 ST NICOLAS D ALIERMONT,6,3753,159.87
SEINE MARITIME,76480 ST PIERRE DE VARENGEVILLE,2,2335,85.65
SEINE MARITIME,76540 ST PIERRE EN PORT,1,847,118.06
SEINE MARITIME,76320 ST PIERRE LES ELBEUF,10,8382,119.3
SEINE MARITIME,76430 ST ROMAIN DE COLBOSC,14,4659,300.49
SEINE MARITIME,76680 ST SAENS,7,2328,300.69
SEINE MARITIME,76270 ST SAIRE,2,589,339.56
SEINE MARITIME,76460 ST VALERY EN CAUX,16,4044,395.65
SEINE MARITIME,76890 ST VICTOR L ABBAYE,1,756,132.28
SEINE MARITIME,76310 STE ADRESSE,7,7198,97.25
SEINE MARITIME,76480 STE MARGUERITE SUR DUCLAIR,1,2064,48.45
SEINE MARITIME,76540 SASSETOT LE MAUCONDUIT,2,1022,195.69
SEINE MARITIME,76450 SASSEVILLE,1,266,375.94
SEINE MARITIME,76440 SAUMONT LA POTERIE,4,429,932.4
SEINE MARITIME,76440 SERQUEUX,1,963,103.84
SEINE MARITIME,76440 SOMMERY,1,839,119.19
SEINE MARITIME,76300 SOTTEVILLE LES ROUEN,35,29486,118.7
SEINE MARITIME,76430 TANCARVILLE,1,1247,80.19
SEINE MARITIME,76640 TERRES DE CAUX,7,4361,160.51
SEINE MARITIME,76540 THIERGEVILLE,1,409,244.5
SEINE MARITIME,76540 THIETREVILLE,2,408,490.2
SEINE MARITIME,76590 TORCY LE GRAND,1,818,122.25
SEINE MARITIME,76890 TOTES,5,1613,309.98
SEINE MARITIME,76410 TOURVILLE LA RIVIERE,2,2595,77.07
SEINE MARITIME,76400 TOURVILLE LES IFS,1,752,132.98
SEINE MARITIME,76280 TURRETOT,1,1615,61.92
SEINE MARITIME,76890 VAL DE SAANE,3,1502,199.73
SEINE MARITIME,76720 VAL DE SCIE,4,2558,156.37
SEINE MARITIME,76540 VALMONT,2,884,226.24
SEINE MARITIME,76119 VARENGEVILLE SUR MER,2,978,204.5
SEINE MARITIME,76980 VEULES LES ROSES,1,530,188.68
SEINE MARITIME,76480 YAINVILLE,3,1048,286.26
SEINE MARITIME,76640 YEBLERON,2,1298,154.08
SEINE MARITIME,76760 YERVILLE,9,2687,334.95
SEINE MARITIME,76111 YPORT,1,713,140.25
SEINE MARITIME,76190 YVETOT,43,11754,365.83
SEINE SAINT DENIS,93300 AUBERVILLIERS,104,89662,115.99
SEINE SAINT DENIS,93600 AULNAY SOUS BOIS,110,86727,126.83
SEINE SAINT DENIS,93170 BAGNOLET,44,41918,104.97
SEINE SAINT DENIS,93000 BOBIGNY,85,55404,153.42
SEINE SAINT DENIS,93140 BONDY,60,51239,117.1
SEINE SAINT DENIS,93390 CLICHY SOUS BOIS,24,29632,80.99
SEINE SAINT DENIS,93470 COUBRON,5,5200,96.15
SEINE SAINT DENIS,93700 DRANCY,78,71552,109.01
SEINE SAINT DENIS,93440 DUGNY,12,11750,102.13
SEINE SAINT DENIS,93800 EPINAY SUR SEINE,55,53699,102.42
SEINE SAINT DENIS,93220 GAGNY,46,41021,112.14
SEINE SAINT DENIS,93460 GOURNAY SUR MARNE,4,7144,55.99
SEINE SAINT DENIS,93450 L ILE ST DENIS,8,8702,91.93
SEINE SAINT DENIS,93120 LA COURNEUVE,57,47211,120.73
SEINE SAINT DENIS,93214 LA PLAINE ST DENIS CEDEX,2,116056,1.72
SEINE SAINT DENIS,93150 LE BLANC MESNIL,49,60051,81.6
SEINE SAINT DENIS,93350 LE BOURGET,23,15092,152.4
SEINE SAINT DENIS,93310 LE PRE ST GERVAIS,21,16782,125.13
SEINE SAINT DENIS,93340 LE RAINCY,27,14951,180.59
SEINE SAINT DENIS,93260 LES LILAS,23,23385,98.35
SEINE SAINT DENIS,93320 LES PAVILLONS SOUS BOIS,29,24970,116.14
SEINE SAINT DENIS,93190 LIVRY GARGAN,51,46711,109.18
SEINE SAINT DENIS,93370 MONTFERMEIL,52,28391,183.16
SEINE SAINT DENIS,93100 MONTREUIL,185,111333,166.17
SEINE SAINT DENIS,93360 NEUILLY PLAISANCE,31,22042,140.64
SEINE SAINT DENIS,93330 NEUILLY SUR MARNE,38,38889,97.71
SEINE SAINT DENIS,93160 NOISY LE GRAND,63,72064,87.42
SEINE SAINT DENIS,93130 NOISY LE SEC,49,46044,106.42
SEINE SAINT DENIS,93500 PANTIN,75,61126,122.7
SEINE SAINT DENIS,93380 PIERREFITTE SUR SEINE,30,33725,88.95
SEINE SAINT DENIS,95926 ROISSY CHARLES DE GAULLE C,1,0,0.0
SEINE SAINT DENIS,93230 ROMAINVILLE,30,35380,84.79
SEINE SAINT DENIS,93110 ROSNY SOUS BOIS,60,46141,130.04
SEINE SAINT DENIS,93200 ST DENIS,193,116056,166.3
SEINE SAINT DENIS,93582 ST OUEN CEDEX,5,53164,9.4
SEINE SAINT DENIS,93400 ST OUEN SUR SEINE,72,53164,135.43
SEINE SAINT DENIS,93270 SEVRAN,50,51802,96.52
SEINE SAINT DENIS,93240 STAINS,53,40683,130.28
SEINE SAINT DENIS,93290 TREMBLAY EN FRANCE,40,38380,104.22
SEINE SAINT DENIS,93410 VAUJOURS,7,7797,89.78
SEINE SAINT DENIS,93250 VILLEMOMBLE,37,30132,122.79
SEINE SAINT DENIS,93420 VILLEPINTE,42,39748,105.67
SEINE SAINT DENIS,93430 VILLETANEUSE,13,12505,103.96
SOMME,80100 ABBEVILLE,66,22797,289.51
SOMME,80560 ACHEUX EN AMIENOIS,3,596,503.36
SOMME,80690 AILLY LE HAUT CLOCHER,2,1046,191.2
SOMME,80250 AILLY SUR NOYE,6,2706,221.73
SOMME,80470 AILLY SUR SOMME,3,2997,100.1
SOMME,80270 AIRAINES,7,2255,310.42
SOMME,80300 ALBERT,32,9820,325.87
SOMME,80200 ALLAINES,1,424,235.85
SOMME,80000 AMIENS,317,137473,230.59
SOMME,80700 ANDECHY,1,289,346.02
SOMME,80120 ARGOULES,2,326,613.5
SOMME,80820 ARREST,2,853,234.47
SOMME,80200 ATHIES,2,620,322.58
SOMME,80460 AULT,2,1384,144.51
SOMME,80480 BACOUEL SUR SELLE,3,475,631.58
SOMME,80430 BEAUCAMPS LE VIEUX,1,1437,69.59
SOMME,80770 BEAUCHAMPS,1,959,104.28
SOMME,80170 BEAUFORT EN SANTERRE,1,191,523.56
SOMME,80600 BEAUQUESNE,1,1402,71.33
SOMME,80630 BEAUVAL,3,1971,152.21
SOMME,80160 BELLEUSE,1,303,330.03
SOMME,80310 BELLOY SUR SOMME,1,733,136.43
SOMME,80370 BERNAVILLE,5,1060,471.7
SOMME,80850 BERTEAUCOURT LES DAMES,1,1106,90.42
SOMME,80130 BETHENCOURT SUR MER,1,914,109.41
SOMME,80700 BEUVRAIGNES,1,894,111.86
SOMME,80130 BOURSEVILLE,1,729,137.17
SOMME,80440 BOVES,10,3325,300.75
SOMME,80340 BRAY SUR SOMME,5,1202,415.97
SOMME,80430 BROCOURT,1,108,925.93
SOMME,80800 BUSSY LES DAOURS,1,390,256.41
SOMME,80330 CAGNY,5,1220,409.84
SOMME,80170 CAIX,1,712,140.45
SOMME,80450 CAMON,11,4443,247.58
SOMME,80670 CANAPLES,1,707,141.44
SOMME,80410 CAYEUX SUR MER,10,2374,421.23
SOMME,80320 CHAULNES,6,2010,298.51
SOMME,80210 CHEPY,6,1245,481.93
SOMME,80360 COMBLES,4,760,526.32
SOMME,80160 CONTY,6,1765,339.94
SOMME,80800 CORBIE,17,6167,275.66
SOMME,80150 CRECY EN PONTHIEU,7,1378,507.98
SOMME,80800 DAOURS,2,769,260.08
SOMME,80570 DARGNIES,1,1168,85.62
SOMME,80620 DOMART EN PONTHIEU,1,1078,92.76
SOMME,80980 DOMPIERRE BECQUINCOURT,1,724,138.12
SOMME,80600 DOULLENS,26,5978,434.93
SOMME,80470 DREUIL LES AMIENS,1,1591,62.85
SOMME,80480 DURY,9,1498,600.8
SOMME,80740 EPEHY,3,1119,268.1
SOMME,80400 EPPEVILLE,2,1745,114.61
SOMME,80400 ERCHEU,2,762,262.47
SOMME,80200 ESTREES DENIECOURT,1,374,267.38
SOMME,80210 FEUQUIERES EN VIMEU,3,2475,121.21
SOMME,80260 FLESSELLES,3,1972,152.13
SOMME,80420 FLIXECOURT,10,3316,301.57
SOMME,80120 FORT MAHON PLAGE,2,1340,149.25
SOMME,80800 FOUILLOY,2,1777,112.55
SOMME,80390 FRESSENNEVILLE,2,2126,94.07
SOMME,80130 FRIVILLE ESCARBOTIN,10,4497,222.37
SOMME,80490 FRUCOURT,3,122,2459.02
SOMME,80220 GAMACHES,5,2510,199.2
SOMME,80600 GEZAINCOURT,3,403,744.42
SOMME,80440 GLISY,3,852,352.11
SOMME,80132 GRAND LAVIERS,1,470,212.77
SOMME,80500 GRATIBUS,1,180,555.56
SOMME,80170 GUILLAUCOURT,1,396,252.53
SOMME,80490 HALLENCOURT,2,1330,150.38
SOMME,80400 HAM,18,4488,401.07
SOMME,80134 HANGEST EN SANTERRE,3,1034,290.14
SOMME,80131 HARBONNIERES,6,1650,363.64
SOMME,80640 HORNOY LE BOURG,7,1665,420.42
SOMME,80140 HUPPY,1,764,130.89
SOMME,80800 LAMOTTE WARFUSEE,2,727,275.1
SOMME,80230 LANCHERES,1,910,109.89
SOMME,80550 LE CROTOY,1,1996,50.1
SOMME,80290 LIGNIERES CHATELAIN,1,348,287.36
SOMME,80430 LIOMER,1,388,257.73
SOMME,80510 LONGPRE LES CORPS SAINTS,1,1548,64.6
SOMME,80330 LONGUEAU,7,5767,121.38
SOMME,80560 MAILLY MAILLET,1,644,155.28
SOMME,80800 MARCELCAVE,1,1310,76.34
SOMME,80132 MAREUIL CAUBERT,1,837,119.47
SOMME,80400 MATIGNY,1,506,197.63
SOMME,80300 MEAULTE,2,1301,153.73
SOMME,80350 MERS LES BAINS,6,2590,231.66
SOMME,80300 MIRAUMONT,1,638,156.74
SOMME,80200 MOISLAINS,2,1141,175.28
SOMME,80540 MOLLIENS DREUIL,4,931,429.65
SOMME,80200 MONCHY LAGACHE,1,591,169.2
SOMME,80500 MONTDIDIER,22,6076,362.08
SOMME,80110 MOREUIL,7,4006,174.74
SOMME,80290 NAMPS MAISNIL,1,1027,97.37
SOMME,80190 NESLE,5,2317,215.8
SOMME,80860 NOUVION,6,1244,482.32
SOMME,80140 OISEMONT,5,1179,424.09
SOMME,80230 PENDE,2,1052,190.11
SOMME,80200 PERONNE,38,7315,519.48
SOMME,80310 PICQUIGNY,3,1288,232.92
SOMME,80160 PLACHY BUYON,1,884,113.12
SOMME,80290 POIX DE PICARDIE,16,2323,688.76
SOMME,80480 PONT DE METZ,5,2475,202.02
SOMME,80580 PONT REMY,3,1487,201.75
SOMME,80260 POULAINVILLE,2,1330,150.38
SOMME,80115 QUERRIEU,1,632,158.23
SOMME,80710 QUEVAUVILLERS,3,1114,269.3
SOMME,80800 RIBEMONT SUR ANCRE,1,631,158.48
SOMME,80136 RIVERY,8,3634,220.14
SOMME,80240 ROISEL,3,1630,184.05
SOMME,80500 ROLLOT,1,786,127.23
SOMME,80170 ROSIERES EN SANTERRE,6,2946,203.67
SOMME,80700 ROYE,19,5823,326.29
SOMME,80260 RUBEMPRE,2,733,272.85
SOMME,80120 RUE,5,3142,159.13
SOMME,80970 SAILLY FLIBEAUCOURT,1,1031,96.99
SOMME,80680 SAINS EN AMIENOIS,1,1237,80.84
SOMME,80780 ST LEGER LES DOMART,3,1823,164.56
SOMME,80610 ST OUEN,4,1784,224.22
SOMME,80880 ST QUENTIN LA MOTTE CROIX,3,1299,230.95
SOMME,80135 ST RIQUIER,2,1282,156.01
SOMME,80160 ST SAUFLIEU,1,995,100.5
SOMME,80470 ST SAUVEUR,1,1345,74.35
SOMME,80230 ST VALERY SUR SOMME,8,2379,336.28
SOMME,80480 SALEUX,2,2793,71.61
SOMME,80480 SALOUEL,4,4246,94.21
SOMME,80140 SENARPONT,2,645,310.08
SOMME,80540 SEUX,1,171,584.8
SOMME,80700 TILLOLOY,1,330,303.03
SOMME,80220 TILLOY FLORIVILLE,1,370,270.27
SOMME,80210 TOURS EN VIMEU,1,823,121.51
SOMME,80500 TROIS RIVIERES,2,1503,133.07
SOMME,80132 VAUCHELLES LES QUESNOY,3,831,361.01
SOMME,80700 VERPILLIERES,3,170,1764.71
SOMME,80650 VIGNACOURT,2,2312,86.51
SOMME,80420 VILLE LE MARCLET,1,504,198.41
SOMME,80260 VILLERS BOCAGE,4,1563,255.92
SOMME,80800 VILLERS BRETONNEUX,7,4690,149.25
SOMME,80170 VRELY,1,466,214.59
SOMME,80120 VRON,1,849,117.79
SOMME,80300 WARLOY BAILLON,3,759,395.26
SOMME,80520 WOINCOURT,7,1288,543.48
TARN,81200 AIGUEFONDE,1,2557,39.11
TARN,81250 ALBAN,7,975,717.95
TARN,81000 ALBI,159,52135,304.98
TARN,81190 ALMAYRAC,1,302,331.13
TARN,81260 ANGLES,2,528,378.79
TARN,81360 ARIFAT,1,130,769.23
TARN,81160 ARTHES,2,2582,77.46
TARN,81200 AUSSILLON,8,5718,139.91
TARN,81430 BELLEGARDE MARSAL,1,708,141.24
TARN,81700 BLAN,1,1119,89.37
TARN,81400 BLAYE LES MINES,10,3104,322.16
TARN,81490 BOISSEZON,2,403,496.28
TARN,81260 BRASSAC,5,1324,377.64
TARN,81600 BRENS,4,2487,160.84
TARN,81390 BRIATEXTE,4,1980,202.02
TARN,81100 BURLATS,2,2053,97.42
TARN,81600 CADALEN,2,1583,126.34
TARN,81130 CAGNAC LES MINES,5,2645,189.04
TARN,81540 CAHUZAC,2,365,547.95
TARN,81140 CAHUZAC SUR VERE,3,1232,243.51
TARN,81990 CAMBON D ALBI,1,52135,1.92
TARN,81400 CARMAUX,28,10085,277.64
TARN,81150 CASTELNAU DE LEVIS,2,1649,121.29
TARN,81140 CASTELNAU DE MONTMIRAL,2,1074,186.22
TARN,81100 CASTRES,95,44057,215.63
TARN,81170 CORDES SUR CIEL,6,882,680.27
TARN,81800 COUFOULEUX,1,3098,32.28
TARN,81990 CUNAC,1,1679,59.56
TARN,81470 CUQ TOULZA,2,730,273.97
TARN,81110 DOURGNE,4,1332,300.3
TARN,81150 FLORENTIN,2,764,261.78
TARN,81260 FONTRIEU,1,965,103.63
TARN,81170 FRAUSSEILLES,1,80,1250.0
TARN,81990 FREJAIROLLES,1,1347,74.24
TARN,81600 GAILLAC,41,16435,249.47
TARN,81500 GIROUSSENS,1,1592,62.81
TARN,81300 GRAULHET,27,13483,200.25
TARN,81220 GUITALENS L ALBAREDE,2,846,236.41
