Libelle_Departement,Libelle_Commune,Nombre_Etablissements,Population_Totale,Ratio_100k
ALPES MARITIMES,06330 ROQUEFORT LES PINS,9,7477,120.37
ALPES MARITIMES,06910 ROQUESTERON,1,566,176.68
ALPES MARITIMES,06730 ST ANDRE DE LA ROCHE,12,5907,203.15
ALPES MARITIMES,06850 ST AUBAN,1,208,480.77
ALPES MARITIMES,06530 ST CEZAIRE SUR SIAGNE,3,4071,73.69
ALPES MARITIMES,06660 ST ETIENNE DE TINEE,8,1421,562.98
ALPES MARITIMES,06230 ST JEAN CAP FERRAT,3,1484,202.16
ALPES MARITIMES,06640 ST JEANNET,11,4474,245.86
ALPES MARITIMES,06700 ST LAURENT DU VAR,52,31853,163.25
ALPES MARITIMES,06670 ST MARTIN DU VAR,4,3437,116.38
ALPES MARITIMES,06450 ST MARTIN VESUBIE,2,1391,143.78
ALPES MARITIMES,06570 ST PAUL DE VENCE,2,3259,61.37
ALPES MARITIMES,06460 ST VALLIER DE THIEY,4,3754,106.55
ALPES MARITIMES,06500 STE AGNES,1,1382,72.36
ALPES MARITIMES,06540 SAORGE,1,440,227.27
ALPES MARITIMES,06902 SOPHIA ANTIPOLIS CEDEX,1,0,0.0
ALPES MARITIMES,06380 SOSPEL,7,3896,179.67
ALPES MARITIMES,06430 TENDE,13,1950,666.67
ALPES MARITIMES,06590 THEOULE SUR MER,6,1436,417.83
ALPES MARITIMES,06710 TOUET SUR VAR,1,752,132.98
ALPES MARITIMES,06690 TOURRETTE LEVENS,6,4667,128.56
ALPES MARITIMES,06140 TOURRETTES SUR LOUP,1,4230,23.64
ALPES MARITIMES,06560 VALBONNE,20,12802,156.23
ALPES MARITIMES,06420 VALDEBLORE,2,1124,177.94
ALPES MARITIMES,06750 VALDEROURE,3,523,573.61
ALPES MARITIMES,06220 VALLAURIS,37,28808,128.44
ALPES MARITIMES,06140 VENCE,32,20277,157.81
ALPES MARITIMES,06710 VILLARS SUR VAR,4,789,506.97
ALPES MARITIMES,06230 VILLEFRANCHE SUR MER,9,5047,178.32
ALPES MARITIMES,06270 VILLENEUVE LOUBET,22,16952,129.78
ARDECHE,07400 ALBA LA ROMAINE,3,1583,189.51
ARDECHE,07440 ALBOUSSIERE,2,1045,191.39
ARDECHE,07340 ANDANCE,1,1215,82.3
ARDECHE,07100 ANNONAY,55,17763,309.63
ARDECHE,07200 AUBENAS,50,13242,377.59
ARDECHE,07460 BANNE,1,671,149.03
ARDECHE,07800 BEAUCHASTEL,5,1876,266.52
ARDECHE,07100 BOULIEU LES ANNONAY,2,2312,86.51
ARDECHE,07700 BOURG ST ANDEOL,18,7677,234.47
ARDECHE,07450 BURZET,1,537,186.22
ARDECHE,07140 CHAMBONAS,2,992,201.61
ARDECHE,07800 CHARMES SUR RHONE,2,3239,61.75
ARDECHE,07110 CHASSIERS,2,1032,193.8
ARDECHE,07210 CHOMERAC,3,3255,92.17
ARDECHE,07270 COLOMBIER LE JEUNE,1,575,173.91
ARDECHE,07470 COUCOURON,7,777,900.9
ARDECHE,07350 CRUAS,3,3009,99.7
ARDECHE,07430 DAVEZIEUX,6,3242,185.07
ARDECHE,07360 DUNIERE SUR EYRIEUX,1,448,223.21
ARDECHE,07370 ECLASSAN,1,1068,93.63
ARDECHE,07270 EMPURANY,1,589,169.78
ARDECHE,07300 ETABLES,1,1001,99.9
ARDECHE,07200 FONS,1,326,306.75
ARDECHE,07300 GLUN,1,704,142.05
ARDECHE,07140 GRAVIERES,1,527,189.75
ARDECHE,07500 GUILHERAND GRANGES,19,11454,165.88
ARDECHE,07380 JAUJAC,2,1255,159.36
ARDECHE,07260 JOYEUSE,8,1791,446.68
ARDECHE,07800 LA VOULTE SUR RHONE,8,4816,166.11
ARDECHE,07150 LABASTIDE DE VIRAC,1,327,305.81
ARDECHE,07200 LABEGUDE,3,1392,215.52
ARDECHE,07230 LABLACHERE,2,2251,88.85
ARDECHE,07200 LACHAPELLE SOUS AUBENAS,5,1872,267.09
ARDECHE,07380 LALEVADE D ARDECHE,5,1165,429.18
ARDECHE,07520 LALOUVESC,2,389,514.14
ARDECHE,07270 LAMASTRE,9,2375,378.95
ARDECHE,07110 LARGENTIERE,7,1552,451.03
ARDECHE,07110 LAURAC EN VIVARAIS,1,1070,93.46
ARDECHE,07170 LAVILLEDIEU,7,2298,304.61
ARDECHE,07160 LE CHEYLARD,13,2966,438.3
ARDECHE,07470 LE LAC D ISSARLES,1,256,390.62
ARDECHE,07250 LE POUZIN,4,2922,136.89
ARDECHE,07400 LE TEIL,18,9042,199.07
ARDECHE,07360 LES OLLIERES SUR EYRIEUX,2,1044,191.57
ARDECHE,07140 LES VANS,11,2723,403.97
ARDECHE,07190 MARCOLS LES EAUX,1,288,347.22
ARDECHE,07200 MERCUER,1,1348,74.18
ARDECHE,07380 MEYRAS,4,927,431.5
ARDECHE,07400 MEYSSE,2,1407,142.15
ARDECHE,07560 MONTPEZAT SOUS BAUZON,4,778,514.14
ARDECHE,07230 PAYZAC,2,547,365.63
ARDECHE,07340 PEAUGRES,1,2405,41.58
ARDECHE,07380 PONT DE LABEAUME,1,579,172.71
ARDECHE,07000 PRIVAS,59,8803,670.23
ARDECHE,07290 QUINTENAS,2,1783,112.17
ARDECHE,07400 ROCHEMAURE,2,2307,86.69
ARDECHE,07100 ROIFFIEUX,9,2803,321.08
ARDECHE,07250 ROMPON,1,1168,85.62
ARDECHE,07260 ROSIERES,1,1330,75.19
ARDECHE,07120 RUOMS,10,2305,433.84
ARDECHE,07320 ST AGREVE,7,2357,296.99
ARDECHE,07120 ST ALBAN AURIOLLES,1,1115,89.69
ARDECHE,07270 ST BARTHELEMY GROZON,1,521,191.94
ARDECHE,07510 ST CIRGUES EN MONTAGNE,1,227,440.53
ARDECHE,07340 ST DESIRAT,1,899,111.23
ARDECHE,07200 ST ETIENNE DE FONTBELLON,1,2972,33.65
ARDECHE,07590 ST ETIENNE DE LUGDARES,2,417,479.62
ARDECHE,07410 ST FELICIEN,7,1135,616.74
ARDECHE,07800 ST GEORGES LES BAINS,1,2467,40.54
ARDECHE,07300 ST JEAN DE MUZOLS,4,2541,157.42
ARDECHE,07290 ST JEURE D AY,1,502,199.2
ARDECHE,07000 ST JULIEN EN ST ALBAN,2,1499,133.42
ARDECHE,07700 ST JUST D ARDECHE,2,1650,121.21
ARDECHE,07590 ST LAURENT BAINS LAVAL D A,1,0,0.0
ARDECHE,07700 ST MARCEL D ARDECHE,3,2422,123.86
ARDECHE,07310 ST MARTIN DE VALAMAS,3,1111,270.03
ARDECHE,07200 ST MAURICE D ARDECHE,2,384,520.83
ARDECHE,07220 ST MONTAN,2,2014,99.3
ARDECHE,07460 ST PAUL LE JEUNE,1,988,101.21
ARDECHE,07130 ST PERAY,11,7811,140.83
ARDECHE,07190 ST PIERREVILLE,2,516,387.6
ARDECHE,07580 ST PONS,1,312,320.51
ARDECHE,07200 ST PRIVAT,3,1718,174.62
ARDECHE,07190 ST SAUVEUR DE MONTAGUT,3,1134,264.55
ARDECHE,07200 ST SERNIN,1,1873,53.39
ARDECHE,07370 SARRAS,2,2266,88.26
ARDECHE,07290 SATILLIEU,3,1532,195.82
ARDECHE,07340 SERRIERES,3,1091,274.98
ARDECHE,07130 SOYONS,1,2350,42.55
ARDECHE,07330 THUEYTS,3,1218,246.31
ARDECHE,07130 TOULAUD,1,1732,57.74
ARDECHE,07300 TOURNON SUR RHONE,38,11868,320.19
ARDECHE,07200 UCEL,2,2072,96.53
ARDECHE,07110 VALGORGE,2,423,472.81
ARDECHE,07530 VALLEES D ANTRAIGUES ASPER,3,868,345.62
ARDECHE,07150 VALLON PONT D ARC,5,2509,199.28
ARDECHE,07600 VALS LES BAINS,12,3530,339.94
ARDECHE,07430 VERNOSC LES ANNONAY,2,2756,72.57
ARDECHE,07240 VERNOUX EN VIVARAIS,3,2019,148.59
ARDECHE,07200 VESSEAUX,3,2097,143.06
ARDECHE,07000 VEYRAS,2,1553,128.78
ARDECHE,07170 VILLENEUVE DE BERG,12,3139,382.29
ARDECHE,07690 VILLEVOCANCE,1,1207,82.85
ARDECHE,07110 VINEZAC,1,1421,70.37
ARDECHE,07220 VIVIERS,4,3726,107.35
ARDECHE,07690 VOCANCE,2,626,319.49
ARDECHE,07200 VOGUE,3,1048,286.26
ARDENNES,08300 ACY ROMANCE,2,494,404.86
ARDENNES,08090 AIGLEMONT,2,1703,117.44
ARDENNES,08190 ASFELD,3,1101,272.48
ARDENNES,08130 ATTIGNY,4,1130,353.98
ARDENNES,08320 AUBRIVES,1,1005,99.5
ARDENNES,08260 AUVILLERS LES FORGES,2,918,217.86
ARDENNES,08390 BAIRON ET SES ENVIRONS,3,1061,282.75
ARDENNES,08200 BALAN,4,1622,246.61
ARDENNES,08140 BAZEILLES,9,2635,341.56
ARDENNES,08240 BELLEVILLE ET CHATILLON SU,7,265,2641.51
ARDENNES,08110 BLAGNY,2,1111,180.02
ARDENNES,08120 BOGNY SUR MEUSE,6,5009,119.78
ARDENNES,08410 BOULZICOURT,1,985,101.52
ARDENNES,08240 BUZANCY,4,388,1030.93
ARDENNES,08110 CARIGNAN,6,2788,215.21
ARDENNES,08400 CHALLERANGE,1,429,233.1
ARDENNES,08000 CHARLEVILLE MEZIERES,138,46630,295.95
ARDENNES,08360 CHATEAU PORCIEN,3,1316,227.96
ARDENNES,08220 CHAUMONT PORCIEN,2,492,406.5
ARDENNES,08350 CHEMERY CHEHERY,1,528,189.39
ARDENNES,08800 DEVILLE,1,1056,94.7
ARDENNES,08350 DONCHERY,5,2024,247.04
ARDENNES,08140 DOUZY,3,2190,136.99
ARDENNES,08310 DRICOURT,3,75,4000.0
ARDENNES,08160 ETREPIGNY,3,278,1079.14
ARDENNES,08160 FLIZE,3,1726,173.81
ARDENNES,08200 FLOING,1,2321,43.08
ARDENNES,08170 FUMAY,13,3165,410.74
ARDENNES,08700 GESPUNSART,1,985,101.52
ARDENNES,08600 GIVET,11,6505,169.1
ARDENNES,08200 GIVONNE,1,1083,92.34
ARDENNES,08200 GLAIRE,1,837,119.47
ARDENNES,08250 GRANDPRE,4,523,764.82
ARDENNES,08230 GUE D HOSSUS,1,514,194.55
ARDENNES,08150 HARCY,1,512,195.31
ARDENNES,08170 HAYBES,5,1850,270.27
ARDENNES,08310 JUNIVILLE,4,1266,315.96
ARDENNES,08000 LA FRANCHEVILLE,1,1692,59.1
ARDENNES,08430 LAUNOIS SUR VENCE,1,693,144.3
ARDENNES,08800 LES HAUTES RIVIERES,1,1277,78.31
ARDENNES,08290 LIART,3,603,497.51
ARDENNES,08300 LUCQUY,3,609,492.61
ARDENNES,08310 MACHAULT,4,509,785.85
ARDENNES,08370 MARGUT,1,724,138.12
ARDENNES,08260 MAUBERT FONTAINE,2,1082,184.84
ARDENNES,08090 MONTCORNET,3,308,974.03
ARDENNES,08090 MONTCY NOTRE DAME,3,1605,186.92
ARDENNES,08800 MONTHERME,7,2230,313.9
ARDENNES,08400 MONTHOIS,1,404,247.52
ARDENNES,08210 MOUZON,7,2275,307.69
ARDENNES,08160 NOUVION SUR MEUSE,2,2270,88.11
ARDENNES,08700 NOUZONVILLE,8,5616,142.45
ARDENNES,08270 NOVION PORCIEN,1,529,189.04
ARDENNES,08430 POIX TERRON,2,934,214.13
ARDENNES,08140 POURU ST REMY,1,1165,85.84
ARDENNES,08000 PRIX LES MEZIERES,3,1424,210.67
ARDENNES,08110 PURE,1,571,175.13
ARDENNES,08450 RAUCOURT ET FLABA,2,827,241.84
ARDENNES,08150 RENWEZ,2,1692,118.2
ARDENNES,08300 RETHEL,21,7703,272.62
ARDENNES,08500 REVIN,20,5924,337.61
ARDENNES,08150 RIMOGNE,2,1344,148.81
ARDENNES,08220 ROCQUIGNY,1,658,151.98
ARDENNES,08230 ROCROI,8,2286,349.96
ARDENNES,08150 ROUVROY SUR AUDRY,2,538,371.75
ARDENNES,08290 RUMIGNY,1,274,364.96
ARDENNES,08190 ST GERMAINMONT,4,824,485.44
ARDENNES,08270 SAULCES MONCLIN,1,857,116.69
ARDENNES,08300 SAULT LES RETHEL,2,1952,102.46
ARDENNES,08200 SEDAN,44,17075,257.69
ARDENNES,08460 SIGNY L ABBAYE,4,1364,293.26
ARDENNES,08380 SIGNY LE PETIT,6,1241,483.48
ARDENNES,08300 TAGNON,2,910,219.78
ARDENNES,08230 TAILLETTE,1,413,242.13
ARDENNES,08090 TOURNES,2,1088,183.82
ARDENNES,08000 VILLERS SEMEUSE,4,3697,108.2
ARDENNES,08320 VIREUX MOLHAIN,2,1508,132.63
ARDENNES,08320 VIREUX WALLERAND,2,1894,105.6
ARDENNES,08440 VIVIER AU COURT,5,2885,173.31
ARDENNES,08400 VOUZIERS,17,3979,427.24
ARDENNES,08330 VRIGNE AUX BOIS,2,3579,55.88
ARDENNES,08000 WARCQ,2,1308,152.91
ARDENNES,08090 WARNECOURT,3,398,753.77
ARDENNES,08270 WASIGNY,1,282,354.61
ARIEGE,09400 ARIGNAC,1,739,135.32
ARIEGE,09140 AULUS LES BAINS,1,148,675.68
ARIEGE,09220 AUZAT,1,568,176.06
ARIEGE,09110 AX LES THERMES,5,1342,372.58
ARIEGE,09300 BELESTA,3,1106,271.25
ARIEGE,09100 BENAGUES,2,509,392.93
ARIEGE,09130 CARLA BAYLE,2,806,248.14
ARIEGE,09800 CASTILLON EN COUSERANS,4,436,917.43
ARIEGE,09350 DAUMAZAN SUR ARIZE,2,815,245.4
ARIEGE,09140 ERCE,1,583,171.53
ARIEGE,09200 EYCHEIL,1,541,184.84
ARIEGE,09230 FABAS,2,357,560.22
ARIEGE,09000 FOIX,54,10051,537.26
ARIEGE,09000 L HERM,2,217,921.66
ARIEGE,09240 LA BASTIDE DE SEROU,5,986,507.1
ARIEGE,09600 LA BASTIDE SUR L HERS,5,692,722.54
ARIEGE,09100 LA TOUR DU CRIEU,6,3341,179.59
ARIEGE,09600 LAROQUE D OLMES,3,2443,122.8
ARIEGE,09300 LAVELANET,23,6133,375.02
ARIEGE,09130 LE FOSSAT,5,1077,464.25
ARIEGE,09290 LE MAS D AZIL,3,1256,238.85
ARIEGE,09700 LE VERNET,1,709,141.04
ARIEGE,09600 LERAN,2,634,315.46
ARIEGE,09350 LES BORDES SUR ARIZE,1,477,209.64
ARIEGE,09310 LES CABANNES,2,338,591.72
ARIEGE,09210 LEZAT SUR LEZE,5,2379,210.17
ARIEGE,09190 LORP SENTARAILLE,1,1415,70.67
ARIEGE,09250 LUZENAC,3,524,572.52
ARIEGE,09320 MASSAT,2,754,265.25
ARIEGE,09270 MAZERES,7,3949,177.26
ARIEGE,09160 MERCENAC,1,359,278.55
ARIEGE,09500 MIREPOIX,10,3230,309.6
ARIEGE,09120 MONTEGUT PLANTAUREL,3,328,914.63
ARIEGE,09330 MONTGAILLARD,3,0,0.0
ARIEGE,09400 ORNOLAC USSAT LES BAINS,1,251,398.41
ARIEGE,09140 OUST,2,581,344.23
ARIEGE,09100 PAMIERS,42,17036,246.54
ARIEGE,09110 PERLES ET CASTELET,1,223,448.43
ARIEGE,09160 PRAT BONREPAUX,4,873,458.19
ARIEGE,09460 QUERIGUT,1,139,719.42
ARIEGE,09200 ST GIRONS,30,6530,459.42
ARIEGE,09000 ST JEAN DE VERGES,3,1305,229.89
ARIEGE,09100 ST JEAN DU FALGA,8,2924,273.6
ARIEGE,09190 ST LIZIER,6,1422,421.94
ARIEGE,09000 ST MARTIN DE CARALP,1,384,260.42
ARIEGE,09000 ST PAUL DE JARRAT,1,1379,72.52
ARIEGE,09210 ST YBARS,1,679,147.28
ARIEGE,09230 STE CROIX VOLVESTRE,5,661,756.43
ARIEGE,09700 SAVERDUN,11,4960,221.77
ARIEGE,09140 SEIX,2,753,265.6
ARIEGE,09000 SERRES SUR ARGET,1,788,126.9
ARIEGE,09400 SURBA,1,338,295.86
ARIEGE,09400 TARASCON SUR ARIEGE,8,3095,258.48
ARIEGE,09220 VAL DE SOS,3,628,477.71
ARIEGE,09120 VARILHES,7,3557,196.8
ARIEGE,09340 VERNIOLLE,2,2433,82.2
ARIEGE,09300 VILLENEUVE D OLMES,1,977,102.35
AUBE,10160 AIX VILLEMAUR PALIS,5,3376,148.1
AUBE,10700 ARCIS SUR AUBE,9,2861,314.58
AUBE,10200 ARSONVAL,2,294,680.27
AUBE,10130 AUXON,4,950,421.05
AUBE,10200 BAR SUR AUBE,23,4947,464.93
AUBE,10110 BAR SUR SEINE,19,3066,619.7
AUBE,10600 BARBEREY ST SULPICE,2,1581,126.5
AUBE,10310 BAYEL,1,750,133.33
AUBE,10320 BOUILLY,4,1125,355.56
AUBE,10450 BREVIANDES,6,3148,190.6
AUBE,10500 BRIENNE LA VIEILLE,1,395,253.16
AUBE,10500 BRIENNE LE CHATEAU,12,2739,438.12
AUBE,10210 CHAOURCE,7,1022,684.93
AUBE,10150 CHARMONT SOUS BARBUISE,4,1065,375.59
AUBE,10330 CHAVANGES,4,591,676.82
AUBE,10150 CRENEY PRES TROYES,3,2032,147.64
AUBE,10500 DIENVILLE,2,845,236.69
AUBE,10130 ERVY LE CHATEL,3,1118,268.34
AUBE,10360 ESSOYES,5,725,689.66
AUBE,10190 ESTISSAC,5,1818,275.03
AUBE,10280 FONTAINE LES GRES,2,916,218.34
AUBE,10190 FONTVANNES,2,723,276.63
AUBE,10600 LA CHAPELLE ST LUC,25,12688,197.04
AUBE,10440 LA RIVIERE DE CORPS,4,3748,106.72
AUBE,10420 LES NOES PRES TROYES,7,3296,212.38
AUBE,10340 LES RICEYS,5,1215,411.52
AUBE,10500 LESMONT,2,305,655.74
AUBE,10270 LUSIGNY SUR BARSE,8,2324,344.23
AUBE,10230 MAILLY LE CAMP,1,2037,49.09
AUBE,10510 MAIZIERES LA GRANDE PAROIS,5,1553,321.96
AUBE,10290 MARCILLY LE HAYER,3,717,418.41
AUBE,10350 MARIGNY LE CHATEL,4,1799,222.35
AUBE,10170 MERY SUR SEINE,3,1473,203.67
AUBE,10190 MESNIL ST LOUP,1,613,163.13
AUBE,10260 MONTCEAUX LES VAUDES,2,267,749.06
AUBE,10250 MUSSY SUR SEINE,3,955,314.14
AUBE,10240 NOGENT SUR AUBE,2,317,630.91
AUBE,10400 NOGENT SUR SEINE,14,5770,242.63
AUBE,10220 PINEY,6,1436,417.83
AUBE,10380 PLANCY L ABBAYE,5,978,511.25
AUBE,10150 PONT STE MARIE,4,5289,75.63
AUBE,10400 PONT SUR SEINE,2,1137,175.9
AUBE,10200 PROVERVILLE,1,226,442.48
AUBE,10240 RAMERUPT,3,419,715.99
AUBE,10100 ROMILLY SUR SEINE,41,15040,272.61
AUBE,10430 ROSIERES PRES TROYES,11,5169,212.81
AUBE,10800 ROUILLY ST LOUP,2,567,352.73
AUBE,10120 ST ANDRE LES VERGERS,14,12896,108.56
AUBE,10120 ST GERMAIN,2,2452,81.57
AUBE,10800 ST JULIEN LES VILLAS,9,6865,131.1
AUBE,10180 ST LYE,3,2925,102.56
AUBE,10160 ST MARDS EN OTHE,1,652,153.37
AUBE,10280 ST MESMIN,2,917,218.1
AUBE,10410 ST PARRES AUX TERTRES,8,3260,245.4
AUBE,10260 ST PARRES LES VAUDES,4,1095,365.3
AUBE,10800 ST THIBAULT,1,553,180.83
AUBE,10300 STE SAVINE,23,10795,213.06
AUBE,10600 SAVIERES,2,1091,183.32
AUBE,10200 SOULAINES DHUYS,3,429,699.3
AUBE,10320 SOULIGNY,2,385,519.48
AUBE,10440 TORVILLIERS,1,1062,94.16
AUBE,10400 TRAINEL,2,1078,185.53
AUBE,10000 TROYES,166,63566,261.15
AUBE,10140 VENDEUVRE SUR BARSE,9,2299,391.47
AUBE,10390 VERRIERES,3,1923,156.01
AUBE,10310 VILLE SOUS LA FERTE,1,920,108.7
AUBE,10370 VILLENAUXE LA GRANDE,5,2641,189.32
AUDE,11240 ALAIGNE,1,335,298.51
AUDE,11170 ALZONNE,3,1614,185.87
AUDE,11120 ARGELIERS,2,2162,92.51
AUDE,11110 ARMISSAN,1,1519,65.83
AUDE,11190 ARQUES,1,255,392.16
AUDE,11290 ARZENS,1,1229,81.37
AUDE,11140 AXAT,2,489,409.0
AUDE,11700 AZILLE,1,1148,87.11
AUDE,11800 BADENS,1,744,134.41
AUDE,11340 BELCAIRE,1,376,265.96
AUDE,11420 BELPECH,3,1368,219.3
AUDE,11240 BELVEZE DU RAZES,2,853,234.47
AUDE,11200 BIZANET,1,1775,56.34
AUDE,11120 BIZE MINERVOIS,4,1309,305.58
AUDE,11150 BRAM,6,3317,180.89
AUDE,11270 BREZILHAC,1,177,564.97
AUDE,11160 CABRESPINE,1,179,558.66
AUDE,11200 CANET,1,1882,53.13
AUDE,11700 CAPENDU,3,1501,199.87
AUDE,11000 CARCASSONNE,138,47551,290.21
AUDE,11160 CASTANS,1,129,775.19
AUDE,11400 CASTELNAUDARY,39,12734,306.27
AUDE,11160 CAUNES MINERVOIS,2,1600,125.0
AUDE,11570 CAZILHAC,2,1690,118.34
AUDE,11170 CENNE MONESTIES,2,421,475.06
AUDE,11230 CHALABRE,4,1127,354.92
AUDE,11600 CONQUES SUR ORBIEL,3,2595,115.61
AUDE,11190 COUIZA,3,1149,261.1
AUDE,11110 COURSAN,5,5856,85.38
AUDE,11390 CUXAC CABARDES,3,967,310.24
AUDE,11590 CUXAC D AUDE,6,4127,145.38
AUDE,11360 DURBAN CORBIERES,4,655,610.69
AUDE,11260 ESPERAZA,4,1725,231.88
AUDE,11340 ESPEZEL,1,237,421.94
AUDE,11200 FABREZAN,1,1274,78.49
AUDE,11270 FANJEAUX,4,980,408.16
AUDE,11400 FENDEILLE,1,627,159.49
AUDE,11560 FLEURY D AUDE,2,4113,48.63
AUDE,11700 FONTCOUVERTE,1,581,172.12
AUDE,11600 FRAISSE CABARDES,1,105,952.38
AUDE,11300 GAJA ET VILLEDIEU,1,313,319.49
AUDE,11120 GINESTAS,2,1601,124.92
AUDE,11430 GRUISSAN,5,5149,97.11
AUDE,11480 LA PALME,1,1909,52.38
AUDE,11700 LA REDORTE,2,1291,154.92
AUDE,11320 LABASTIDE D ANJOU,1,1276,78.37
AUDE,11220 LAGRASSE,1,560,178.57
AUDE,11330 LAROQUE DE FA,1,143,699.3
AUDE,11800 LAURE MINERVOIS,1,1046,95.6
AUDE,11160 LESPINASSIERE,1,138,724.64
AUDE,11250 LEUC,2,840,238.1
AUDE,11370 LEUCATE,8,4584,174.52
AUDE,11200 LEZIGNAN CORBIERES,31,11075,279.91
AUDE,11300 LIMOUX,48,10736,447.09
AUDE,11200 LUC SUR ORBIEU,1,1174,85.18
AUDE,11120 MARCORIGNAN,1,1342,74.52
AUDE,11170 MONTOLIEU,2,853,234.47
AUDE,11290 MONTREAL,3,2330,128.76
AUDE,11100 MONTREDON DES CORBIERES,13,1497,868.4
AUDE,11800 MONZE,1,247,404.86
AUDE,11700 MOUX,1,722,138.5
AUDE,11100 NARBONNE,140,57765,242.36
AUDE,11200 ORNAISONS,1,1123,89.05
AUDE,11590 OUVEILLAN,2,2685,74.49
AUDE,11570 PALAJA,1,2769,36.11
AUDE,11200 PARAZA,1,710,140.85
AUDE,11610 PENNAUTIER,8,2929,273.13
AUDE,11700 PEPIEUX,3,1138,263.62
AUDE,11440 PEYRIAC DE MER,1,1212,82.51
AUDE,11160 PEYRIAC MINERVOIS,1,1159,86.28
AUDE,11170 PEZENS,2,1723,116.08
AUDE,11210 PORT LA NOUVELLE,10,5952,168.01
AUDE,11490 PORTEL DES CORBIERES,1,1308,76.45
AUDE,11700 PUICHERIC,3,1210,247.93
AUDE,11500 QUILLAN,12,3082,389.36
AUDE,11170 RAISSAC SUR LAMPY,1,474,210.97
AUDE,11190 RENNES LES BAINS,2,226,884.96
AUDE,11220 RIBAUTE,1,267,374.53
AUDE,11160 RIEUX MINERVOIS,7,1989,351.94
AUDE,11340 ROQUEFEUIL,1,294,340.14
AUDE,11200 ST ANDRE DE ROQUELONGUE,1,1416,70.62
AUDE,11250 ST HILAIRE,2,726,275.48
AUDE,11220 ST LAURENT DE LA CABRERISS,3,772,388.6
AUDE,11120 ST MARCEL SUR AUDE,3,2064,145.35
AUDE,11400 ST PAPOUL,1,847,118.06
AUDE,11310 SAISSAC,5,930,537.63
AUDE,11590 SALLELES D AUDE,2,3148,63.53
AUDE,11110 SALLES D AUDE,2,3358,59.56
AUDE,11410 SALLES SUR L HERS,2,758,263.85
AUDE,11220 SERVIES EN VAL,2,211,947.87
AUDE,11130 SIGEAN,5,5731,87.24
AUDE,11400 SOUILHANELS,1,408,245.1
AUDE,11220 TALAIRAN,2,443,451.47
AUDE,11800 TREBES,15,5505,272.48
AUDE,11350 TUCHAN,3,800,375.0
AUDE,11220 VAL DE DAGNE,1,747,133.87
AUDE,11600 VILLALIER,2,989,202.22
AUDE,11150 VILLASAVARY,2,1252,159.74
AUDE,11600 VILLEGAILHENC,1,1739,57.5
AUDE,11620 VILLEMOUSTAUSSOU,1,4526,22.09
AUDE,11160 VILLENEUVE MINERVOIS,2,993,201.41
AUDE,11150 VILLEPINTE,1,1279,78.19
AUDE,11330 VILLEROUGE TERMENES,1,166,602.41
AUDE,11360 VILLESEQUE DES CORBIERES,1,384,260.42
AUDE,11110 VINASSAN,1,2717,36.81
AVEYRON,12520 AGUESSAC,3,953,314.8
AVEYRON,12420 ARGENCES EN AUBRAC,4,1640,243.9
AVEYRON,12700 ASPRIERES,1,780,128.21
AVEYRON,12110 AUBIN,9,3611,249.24
AVEYRON,12390 AUZITS,1,833,120.05
AVEYRON,12160 BARAQUEVILLE,7,3275,213.74
AVEYRON,12370 BELMONT SUR RANCE,10,1007,993.05
AVEYRON,12340 BOZOULS,4,3094,129.28
AVEYRON,12480 BROQUIES,1,616,162.34
AVEYRON,12360 BRUSQUE,2,261,766.28
AVEYRON,12450 CALMONT,4,2284,175.13
AVEYRON,12360 CAMARES,3,1051,285.44
AVEYRON,12560 CAMPAGNAC,1,448,223.21
AVEYRON,12700 CAPDENAC GARE,19,4512,421.1
AVEYRON,12120 CASSAGNES BEGONHES,2,980,204.08
AVEYRON,12240 CASTANET,2,549,364.3
AVEYRON,12620 CASTELNAU PEGAYROLS,1,351,284.9
AVEYRON,12330 CLAIRVAUX D AVEYRON,4,1183,338.12
AVEYRON,12240 COLOMBIES,2,905,220.99
AVEYRON,12320 CONQUES EN ROUERGUE,3,1609,186.45
AVEYRON,12540 CORNUS,1,521,191.94
AVEYRON,12550 COUPIAC,2,369,542.01
AVEYRON,12110 CRANSAC,5,1511,330.91
AVEYRON,12300 DECAZEVILLE,32,5237,611.04
AVEYRON,12510 DRUELLE BALSAC,2,3270,61.16
AVEYRON,12140 ENTRAYGUES SUR TRUYERE,4,986,405.68
AVEYRON,12500 ESPALION,16,4762,335.99
AVEYRON,12190 ESTAING,3,522,574.71
AVEYRON,12300 FIRMI,3,2385,125.79
AVEYRON,12300 FLAGNAC,2,1113,179.69
AVEYRON,12450 FLAVIN,1,2454,40.75
AVEYRON,12340 GABRIAC,1,569,175.75
AVEYRON,12160 GRAMOND,2,551,362.98
AVEYRON,12240 LA CAPELLE BLEYS,1,367,272.48
AVEYRON,12230 LA CAVALERIE,2,2234,89.53
AVEYRON,12270 LA FOUILLADE,2,1148,174.22
AVEYRON,12440 LA SALVETAT PEYRALES,3,1017,294.99
AVEYRON,12210 LAGUIOLE,8,1236,647.25
AVEYRON,12310 LAISSAC SEVERAC L EGLISE,7,2229,314.04
AVEYRON,12350 LANUEJOULS,2,783,255.43
AVEYRON,12200 LE BAS SEGALA,1,1641,60.94
AVEYRON,12000 LE MONASTERE,2,2374,84.25
AVEYRON,12190 LE NAYRAC,1,553,180.83
AVEYRON,12430 LE TRUEL,2,350,571.43
